time(s),reference current(A),current(A),rw angle(rad),pendulum angle(rad),xa,ya,xb,yb
3.25389, 4.880, 4.828, 384.0597, -2.2544, -0.1014, -0.7566, 0.3978, -0.6786
3.25587, 4.899, 4.811, 384.1906, -2.2601, -0.0546, -0.7176, 0.3978, -0.6630
3.25787, 4.917, 4.880, 384.1906, -2.2657, -0.0312, -0.8346, 0.3900, -0.6552
3.25985, 4.933, 4.821, 384.3215, -2.2714, -0.0312, -0.7254, 0.3978, -0.6786
3.26183, 4.947, 4.919, 384.3215, -2.2777, -0.0546, -0.8190, 0.3744, -0.6708
3.26388, 4.960, 4.873, 384.4524, -2.2839, -0.0234, -0.7410, 0.3900, -0.6786
3.26587, 4.971, 4.956, 384.4524, -2.2902, -0.0546, -0.8502, 0.3666, -0.7020
3.26789, 4.980, 4.938, 384.5833, -2.2971, -0.0624, -0.8814, 0.3666, -0.7488
3.26988, 4.988, 5.002, 384.5833, -2.3034, -0.0468, -0.8112, 0.3666, -0.7488
3.27184, 4.993, 4.981, 384.7142, -2.3110, -0.0936, -0.8892, 0.3978, -0.7644
3.27389, 4.997, 5.020, 384.7142, -2.3179, -0.0312, -0.8502, 0.3588, -0.7488
3.27585, 4.999, 4.998, 384.8451, -2.3254, -0.1248, -0.8424, 0.3822, -0.7488
3.27791, 5.000, 4.944, 384.9760, -2.3329, -0.0702, -0.9360, 0.3744, -0.7566
3.27989, 4.999, 5.023, 384.9760, -2.3405, -0.0702, -0.9204, 0.3666, -0.7722
3.28185, 4.996, 4.973, 385.1069, -2.3480, -0.0624, -0.9828, 0.3744, -0.7956
3.28385, 4.991, 5.039, 385.1069, -2.3562, -0.0702, -0.9984, 0.3588, -0.7878
3.28587, 4.985, 4.978, 385.2378, -2.3644, -0.0624, -1.0296, 0.3744, -0.8268
3.28786, 4.977, 4.904, 385.3687, -2.3725, -0.0468, -0.9750, 0.3588, -0.8268
3.28987, 4.967, 5.002, 385.3687, -2.3813, -0.0624, -1.0374, 0.3510, -0.8502
3.29188, 4.955, 4.997, 385.4996, -2.3895, -0.0858, -1.0062, 0.3432, -0.8502
3.29384, 4.942, 5.011, 385.4996, -2.3983, -0.0936, -1.0374, 0.3042, -0.8424
3.29587, 4.926, 4.960, 385.6305, -2.4077, -0.0780, -1.0608, 0.3276, -0.8736
3.29788, 4.909, 4.943, 385.7614, -2.4165, -0.0858, -1.0530, 0.3432, -0.9126
3.29984, 4.891, 4.947, 385.7614, -2.4259, -0.0624, -1.1232, 0.3588, -0.9048
3.30188, 4.870, 4.960, 385.8923, -2.4354, -0.0780, -1.1544, 0.3588, -0.9282
3.30389, 4.848, 4.876, 386.0232, -2.4454, -0.0936, -1.1310, 0.3276, -0.9360
3.30589, 4.825, 4.886, 386.0232, -2.4548, -0.0780, -1.1778, 0.3276, -0.9360
3.30789, 4.799, 4.907, 386.1541, -2.4649, -0.1248, -1.2636, 0.3042, -0.9672
3.30988, 4.772, 4.725, 386.2850, -2.4749, -0.0390, -1.1700, 0.3276, -0.9906
3.31185, 4.744, 4.861, 386.2850, -2.4850, -0.1092, -1.2714, 0.2886, -0.9984
3.31390, 4.713, 4.790, 386.4159, -2.4957, -0.0468, -1.2480, 0.2730, -0.9906
3.31589, 4.680, 4.743, 386.5468, -2.5057, -0.1170, -1.2714, 0.2730, -0.9984
3.31785, 4.647, 4.788, 386.5468, -2.5170, -0.0702, -1.2792, 0.3042, -1.0530
3.31989, 4.611, 4.700, 386.6777, -2.5277, -0.0858, -1.3260, 0.2886, -1.0374
3.32190, 4.574, 4.647, 386.8086, -2.5384, -0.0936, -1.3260, 0.2964, -1.0842
3.32387, 4.535, 4.659, 386.8086, -2.5497, -0.0702, -1.3572, 0.3042, -1.0452
3.32584, 4.496, 4.632, 386.9395, -2.5610, -0.0858, -1.3650, 0.2730, -1.0686
3.32790, 4.452, 4.559, 387.0704, -2.5723, -0.1248, -1.3962, 0.2652, -1.1310
3.32989, 4.409, 4.497, 387.2013, -2.5836, -0.0780, -1.4508, 0.2496, -1.0842
3.33184, 4.365, 4.532, 387.2013, -2.5962, -0.1170, -1.4118, 0.2496, -1.1154
3.33392, 4.316, 4.453, 387.3322, -2.6075, -0.1092, -1.4664, 0.2496, -1.1466
3.33588, 4.269, 4.322, 387.4631, -2.6201, -0.1014, -1.4742, 0.2574, -1.1622
3.33791, 4.218, 4.398, 387.4631, -2.6320, -0.1092, -1.5054, 0.2574, -1.1700
3.33991, 4.167, 4.328, 387.5940, -2.6440, -0.1014, -1.4742, 0.2496, -1.1700
3.34189, 4.114, 4.283, 387.7249, -2.6565, -0.1170, -1.5522, 0.2496, -1.2012
3.34389, 4.060, 4.136, 387.8558, -2.6685, -0.0468, -1.4508, 0.2496, -1.2012
3.34585, 4.005, 4.208, 387.8558, -2.6817, -0.1248, -1.6302, 0.2496, -1.2168
3.34785, 3.948, 4.131, 387.9867, -2.6942, -0.1014, -1.4898, 0.2340, -1.2012
3.34987, 3.889, 4.074, 388.1176, -2.7068, -0.1248, -1.6536, 0.2340, -1.2402
3.35187, 3.829, 3.946, 388.2485, -2.7200, -0.0780, -1.5132, 0.2340, -1.2480
3.35387, 3.767, 3.954, 388.3794, -2.7332, -0.1248, -1.7472, 0.2106, -1.2636
3.35590, 3.703, 3.915, 388.3794, -2.7458, -0.0858, -1.5756, 0.2106, -1.2636
3.35785, 3.640, 3.837, 388.5103, -2.7596, -0.1014, -1.7550, 0.1950, -1.2636
3.35988, 3.574, 3.761, 388.6412, -2.7728, -0.0624, -1.5678, 0.1794, -1.2870
3.36190, 3.506, 3.637, 388.7721, -2.7860, -0.1248, -1.7550, 0.1872, -1.2714
3.36389, 3.438, 3.664, 388.7721, -2.7998, -0.0624, -1.6146, 0.1794, -1.3026
3.36586, 3.370, 3.602, 388.9030, -2.8130, -0.1170, -1.7160, 0.1872, -1.3260
3.36791, 3.298, 3.508, 389.0339, -2.8268, -0.1092, -1.8486, 0.1560, -1.3572
3.36990, 3.226, 3.430, 389.1648, -2.8406, -0.0312, -1.7238, 0.1794, -1.3572
3.37189, 3.153, 3.304, 389.2957, -2.8545, -0.1170, -1.8720, 0.1794, -1.3416
3.37389, 3.079, 3.328, 389.2957, -2.8683, -0.0468, -1.7004, 0.1638, -1.3572
3.37586, 3.005, 3.255, 389.4266, -2.8827, -0.0858, -1.7862, 0.1794, -1.3494
3.37790, 2.927, 3.161, 389.5575, -2.8965, -0.0936, -1.8642, 0.1404, -1.4118
3.37988, 2.850, 3.096, 389.6884, -2.9104, -0.0624, -1.7706, 0.1248, -1.4040
3.38184, 2.773, 2.955, 389.8193, -2.9242, -0.0546, -1.8174, 0.1326, -1.3962
3.38385, 2.693, 2.944, 389.9502, -2.9386, -0.1248, -1.8486, 0.1326, -1.4196
3.38586, 2.612, 2.872, 389.9502, -2.9531, -0.0624, -1.8252, 0.1092, -1.3962
3.38784, 2.530, 2.788, 390.0811, -2.9675, -0.0546, -1.9188, 0.0936, -1.4118
3.38988, 2.446, 2.708, 390.2120, -2.9820, -0.0546, -1.8642, 0.0936, -1.4040
3.39190, 2.362, 2.606, 390.3429, -2.9965, -0.0780, -1.8720, 0.1092, -1.4274
3.39389, 2.278, 2.524, 390.4738, -3.0109, -0.0936, -1.9110, 0.0936, -1.4118
3.39589, 2.192, 2.416, 390.6047, -3.0247, -0.0936, -1.9266, 0.0858, -1.4352
3.39790, 2.106, 2.378, 390.6047, -3.0392, -0.0858, -1.8720, 0.0624, -1.4508
3.39988, 2.020, 2.288, 390.7356, -3.0536, -0.0858, -1.9344, 0.1092, -1.4586
3.40189, 1.932, 2.200, 390.8665, -3.0687, -0.0468, -1.9188, 0.0624, -1.4508
3.40389, 1.843, 2.118, 390.9974, -3.0825, -0.0390, -1.8798, 0.0858, -1.4430
3.40585, 1.756, 1.999, 391.1283, -3.0976, -0.0468, -1.9110, 0.0624, -1.4274
3.40787, 1.665, 1.916, 391.2592, -3.1121, -0.0546, -1.9344, 0.0546, -1.4274
3.40991, 1.573, 1.839, 391.3901, -3.1265, -0.0780, -1.9188, 0.0390, -1.4742
3.41190, 1.482, 1.770, 391.3901, -3.1410, -0.0858, -1.9110, 0.0234, -1.4508
3.41386, 1.392, 1.673, 391.5210, -3.1548, -0.0936, -1.9500, 0.0000, -1.4508
3.41583, 1.301, 1.575, 391.6519, -3.1699, -0.0702, -1.9266, -0.0156, -1.4508
3.41791, 1.205, 1.491, 391.7828, -3.1843, -0.0702, -1.9266, 0.0156, -1.4508
3.41990, 1.112, 1.379, 391.9137, -3.1988, -0.0936, -1.9266, -0.0156, -1.4430
3.42187, 1.020, 1.292, 392.0446, -3.2132, -0.0624, -1.9422, 0.0000, -1.4352
3.42385, 0.926, 1.205, 392.1755, -3.2283, -0.0468, -1.8954, 0.0000, -1.4508
3.42590, 0.830, 1.123, 392.1755, -3.2428, -0.0390, -1.8876, 0.0000, -1.4430
3.42789, 0.735, 1.027, 392.3064, -3.2572, -0.0546, -1.9422, -0.0156, -1.4664
3.42986, 0.641, 0.929, 392.4373, -3.2717, -0.0390, -1.9188, -0.0234, -1.4742
3.43186, 0.546, 0.827, 392.5682, -3.2867, -0.0546, -1.9032, -0.0312, -1.4508
3.43390, 0.448, 0.734, 392.6991, -3.3012, -0.0468, -1.8954, -0.0936, -1.4274
3.43593, 0.352, 0.647, 392.8300, -3.3150, -0.0702, -1.9032, -0.0624, -1.4274
3.43789, 0.257, 0.557, 392.9609, -3.3295, -0.0858, -1.8720, -0.0624, -1.4352
3.43988, 0.162, 0.458, 392.9609, -3.3439, -0.0780, -1.8252, -0.0624, -1.4352
3.44191, 0.064, 0.354, 393.0918, -3.3584, -0.1092, -1.8954, -0.1092, -1.4040
3.44391, -0.032, 0.263, 393.2227, -3.3728, -0.0780, -1.8486, -0.0702, -1.4274
3.44594, -0.130, 0.169, 393.3536, -3.3866, -0.0624, -1.8486, -0.0780, -1.4196
3.44786, -0.223, 0.078, 393.4845, -3.4011, -0.0624, -1.8330, -0.0936, -1.3884
3.44987, -0.319, -0.020, 393.6154, -3.4155, -0.0702, -1.8330, -0.1014, -1.3962
3.45193, -0.418, -0.099, 393.7463, -3.4294, -0.0780, -1.8096, -0.1248, -1.3884
3.45392, -0.514, -0.203, 393.7463, -3.4432, -0.0702, -1.8018, -0.1326, -1.3884
3.45592, -0.610, -0.313, 393.8772, -3.4570, -0.0546, -1.8096, -0.1482, -1.3650
3.45789, -0.704, -0.423, 394.0081, -3.4715, -0.0546, -1.7628, -0.1404, -1.3728
3.45993, -0.802, -0.513, 394.1390, -3.4853, -0.0624, -1.7550, -0.1404, -1.3650
3.46191, -0.896, -0.604, 394.2699, -3.4991, -0.0702, -1.7550, -0.1482, -1.3338
3.46390, -0.990, -0.686, 394.4008, -3.5123, -0.0312, -1.7550, -0.1560, -1.3182
3.46586, -1.083, -0.765, 394.5317, -3.5261, -0.0468, -1.7394, -0.1794, -1.3338
3.46787, -1.178, -0.866, 394.6626, -3.5399, -0.0234, -1.7082, -0.1794, -1.3182
3.46992, -1.274, -0.995, 394.6626, -3.5531, -0.0702, -1.7082, -0.1794, -1.3182
3.47186, -1.365, -1.097, 394.7935, -3.5663, -0.0546, -1.6848, -0.1872, -1.3026
3.47387, -1.458, -1.194, 394.9244, -3.5802, -0.0312, -1.6614, -0.1794, -1.2948
3.47590, -1.552, -1.269, 395.0553, -3.5934, -0.0390, -1.6770, -0.2028, -1.2948
3.47791, -1.644, -1.340, 395.1862, -3.6059, -0.0624, -1.6380, -0.2106, -1.2168
3.47991, -1.735, -1.396, 395.3171, -3.6191, -0.0624, -1.5912, -0.2028, -1.2480
3.48192, -1.827, -1.556, 395.3171, -3.6317, -0.0546, -1.5678, -0.2028, -1.2480
3.48386, -1.914, -1.659, 395.4480, -3.6449, -0.0312, -1.6068, -0.2262, -1.2480
3.48590, -2.005, -1.750, 395.5789, -3.6574, -0.0156, -1.5444, -0.2184, -1.2012
3.48789, -2.093, -1.824, 395.7098, -3.6700, -0.0312, -1.5288, -0.2418, -1.2168
3.48986, -2.180, -1.913, 395.8407, -3.6826, -0.0390, -1.5366, -0.2262, -1.2090
3.49189, -2.268, -1.949, 395.9716, -3.6945, -0.0234, -1.5054, -0.2496, -1.1700
3.49385, -2.353, -2.048, 396.1025, -3.7071, -0.0156, -1.4976, -0.2496, -1.1622
3.49590, -2.440, -2.204, 396.1025, -3.7190, -0.0156, -1.4742, -0.2496, -1.1544
3.49790, -2.525, -2.282, 396.2334, -3.7310, 0.0078, -1.4274, -0.2340, -1.1388
3.49985, -2.606, -2.374, 396.3643, -3.7429, 0.0000, -1.4352, -0.2496, -1.1232
3.50183, -2.688, -2.402, 396.4952, -3.7548, -0.0390, -1.4274, -0.2496, -1.1310
3.50389, -2.772, -2.529, 396.6261, -3.7661, 0.0156, -1.3728, -0.2652, -1.1232
3.50591, -2.854, -2.600, 396.6261, -3.7775, -0.0390, -1.3494, -0.2808, -1.1076
3.50786, -2.931, -2.702, 396.7570, -3.7888, 0.0000, -1.3260, -0.2496, -1.0920
3.50984, -3.009, -2.777, 396.8879, -3.8001, 0.0078, -1.2792, -0.2964, -1.0530
3.51187, -3.087, -2.818, 397.0188, -3.8108, -0.0234, -1.3416, -0.2964, -1.0296
3.51390, -3.165, -2.943, 397.1497, -3.8221, 0.0000, -1.2480, -0.2808, -1.0140
3.51589, -3.239, -3.024, 397.1497, -3.8321, -0.0156, -1.2792, -0.2964, -1.0218
3.51785, -3.312, -3.109, 397.2806, -3.8434, 0.0078, -1.2402, -0.2730, -1.0218
3.51991, -3.386, -3.163, 397.4115, -3.8535, -0.0312, -1.2012, -0.2730, -1.0062
3.52189, -3.457, -3.183, 397.5424, -3.8642, 0.0078, -1.1934, -0.2886, -0.9750
3.52392, -3.528, -3.328, 397.5424, -3.8736, 0.0156, -1.1388, -0.3198, -0.9672
3.52586, -3.595, -3.411, 397.6733, -3.8836, 0.0000, -1.1778, -0.3198, -0.9516
3.52785, -3.662, -3.464, 397.8042, -3.8937, 0.0000, -1.0920, -0.3120, -0.9672
3.52990, -3.729, -3.521, 397.9351, -3.9031, 0.0000, -1.1232, -0.3198, -0.9048
3.53189, -3.794, -3.530, 398.0660, -3.9125, 0.0546, -1.0920, -0.3354, -0.8970
3.53386, -3.856, -3.694, 398.0660, -3.9220, 0.0000, -1.0998, -0.3042, -0.9282
3.53588, -3.918, -3.720, 398.1969, -3.9314, 0.0156, -1.0296, -0.3432, -0.9048
3.53791, -3.979, -3.722, 398.3278, -3.9402, -0.0312, -1.0842, -0.3432, -0.8892
3.53990, -4.037, -3.877, 398.3278, -3.9490, 0.0000, -0.9594, -0.3120, -0.8736
3.54186, -4.093, -3.948, 398.4587, -3.9578, 0.0000, -1.0608, -0.3354, -0.8190
3.54391, -4.150, -3.963, 398.5896, -3.9659, 0.0000, -0.9750, -0.3354, -0.8346
3.54590, -4.204, -4.042, 398.7205, -3.9741, 0.0234, -0.9672, -0.3276, -0.8034
3.54791, -4.257, -4.115, 398.7205, -3.9823, 0.0000, -0.9282, -0.3822, -0.8268
3.54989, -4.307, -4.165, 398.8514, -3.9905, -0.0312, -0.9360, -0.3744, -0.8190
3.55191, -4.357, -4.174, 398.9823, -3.9980, 0.0078, -0.9360, -0.3666, -0.8034
3.55391, -4.404, -4.267, 398.9823, -4.0055, 0.0000, -0.9126, -0.3822, -0.7800
3.55588, -4.449, -4.329, 399.1132, -4.0131, 0.0000, -0.8502, -0.3510, -0.7722
3.55787, -4.493, -4.305, 399.2441, -4.0200, 0.0000, -0.8346, -0.3666, -0.7410
3.55987, -4.535, -4.424, 399.2441, -4.0269, 0.0000, -0.8190, -0.3666, -0.7410
3.56184, -4.575, -4.471, 399.3750, -4.0338, 0.0078, -0.8190, -0.3510, -0.7254
3.56384, -4.614, -4.492, 399.5059, -4.0407, 0.0000, -0.7800, -0.3744, -0.7020
3.56588, -4.652, -4.545, 399.5059, -4.0470, 0.0156, -0.7878, -0.3666, -0.6942
3.56787, -4.687, -4.605, 399.6368, -4.0533, 0.0468, -0.8268, -0.3822, -0.7098
3.56991, -4.721, -4.604, 399.7677, -4.0596, -0.0156, -0.7410, -0.3744, -0.7176
3.57193, -4.753, -4.656, 399.7677, -4.0652, 0.0000, -0.7488, -0.3744, -0.6708
3.57384, -4.781, -4.719, 399.8986, -4.0709, 0.0000, -0.7098, -0.3978, -0.6630
3.57585, -4.810, -4.625, 400.0294, -4.0765, 0.0156, -0.7254, -0.4056, -0.6630
3.57787, -4.836, -4.775, 400.0294, -4.0822, 0.0156, -0.7098, -0.4134, -0.6474
3.57992, -4.861, -4.798, 400.1604, -4.0872, 0.0156, -0.6396, -0.3822, -0.6552
3.58189, -4.883, -4.809, 400.2913, -4.0922, 0.0312, -0.6630, -0.4212, -0.6084
3.58388, -4.903, -4.855, 400.2913, -4.0973, 0.0156, -0.6786, -0.3822, -0.6396
3.58588, -4.921, -4.838, 400.4221, -4.1017, 0.0078, -0.6396, -0.3900, -0.6240
3.58788, -4.938, -4.901, 400.4221, -4.1061, 0.0000, -0.6552, -0.4056, -0.6240
3.58988, -4.952, -4.907, 400.5531, -4.1105, 0.0000, -0.5850, -0.3822, -0.6162
3.59188, -4.965, -4.826, 400.6840, -4.1142, 0.0000, -0.6318, -0.3978, -0.6162
3.59389, -4.976, -4.948, 400.6840, -4.1180, 0.0078, -0.6006, -0.3978, -0.5616
3.59585, -4.984, -4.924, 400.8148, -4.1218, 0.0000, -0.6162, -0.3900, -0.5850
3.59784, -4.991, -4.994, 400.8148, -4.1249, 0.0156, -0.5850, -0.4134, -0.5772
3.59992, -4.996, -4.973, 400.9458, -4.1281, 0.0390, -0.5382, -0.3822, -0.5538
3.60187, -4.999, -5.030, 401.0767, -4.1312, 0.0390, -0.6084, -0.3900, -0.6006
3.60390, -5.000, -4.983, 401.0767, -4.1343, 0.0390, -0.5538, -0.3978, -0.5928
3.60587, -4.999, -4.912, 401.2076, -4.1368, 0.0078, -0.5460, -0.4134, -0.6006
3.60784, -4.996, -5.005, 401.2076, -4.1394, 0.0000, -0.5538, -0.4212, -0.5460
3.60988, -4.991, -4.950, 401.3385, -4.1412, 0.0000, -0.5538, -0.4134, -0.5304
3.61187, -4.984, -5.040, 401.3385, -4.1431, 0.0078, -0.5070, -0.4290, -0.5226
3.61391, -4.975, -4.947, 401.4694, -4.1450, 0.0156, -0.5460, -0.4290, -0.5460
3.61589, -4.964, -5.058, 401.4694, -4.1469, 0.0000, -0.5460, -0.4134, -0.5304
3.61789, -4.951, -4.905, 401.6003, -4.1482, 0.0078, -0.5382, -0.3978, -0.5460
3.61990, -4.936, -5.026, 401.6003, -4.1494, 0.0234, -0.5538, -0.4056, -0.5460
3.62192, -4.919, -4.899, 401.7312, -4.1507, 0.0234, -0.4992, -0.4056, -0.5538
3.62390, -4.900, -4.967, 401.7312, -4.1513, 0.0312, -0.4992, -0.3978, -0.5304
3.62590, -4.879, -4.907, 401.8621, -4.1519, 0.0312, -0.5148, -0.4212, -0.5226
3.62790, -4.857, -4.922, 401.8621, -4.1526, 0.0390, -0.4992, -0.4290, -0.5382
3.62993, -4.832, -4.850, 401.9930, -4.1526, 0.0390, -0.5538, -0.4524, -0.4992
3.63191, -4.805, -4.902, 401.9930, -4.1526, 0.0156, -0.4758, -0.4290, -0.5226
3.63392, -4.777, -4.790, 402.1239, -4.1526, 0.0000, -0.5148, -0.4056, -0.5538
3.63591, -4.746, -4.866, 402.1239, -4.1526, 0.0234, -0.5382, -0.4134, -0.5538
3.63789, -4.714, -4.692, 402.2548, -4.1519, 0.0078, -0.5070, -0.4056, -0.5226
3.63987, -4.680, -4.821, 402.2548, -4.1513, 0.0000, -0.5538, -0.4134, -0.5382
3.64185, -4.644, -4.751, 402.2548, -4.1500, 0.0390, -0.5070, -0.4290, -0.5148
3.64392, -4.605, -4.707, 402.3857, -4.1488, 0.0234, -0.5226, -0.4056, -0.5382
3.64589, -4.566, -4.712, 402.3857, -4.1475, 0.0234, -0.5304, -0.4290, -0.5070
3.64793, -4.523, -4.572, 402.5166, -4.1463, 0.0078, -0.5538, -0.4212, -0.5304
3.64989, -4.480, -4.646, 402.5166, -4.1444, 0.0312, -0.5382, -0.4212, -0.5538
3.65192, -4.434, -4.560, 402.5166, -4.1425, 0.0000, -0.5616, -0.4290, -0.5694
3.65385, -4.389, -4.541, 402.6475, -4.1400, 0.0000, -0.5928, -0.4134, -0.5928
3.65592, -4.338, -4.499, 402.6475, -4.1381, 0.0156, -0.5538, -0.4446, -0.5694
3.65788, -4.288, -4.403, 402.7784, -4.1356, 0.0000, -0.5616, -0.4134, -0.5460
3.65990, -4.235, -4.426, 402.7784, -4.1325, -0.0156, -0.5616, -0.4368, -0.5070
3.66189, -4.181, -4.328, 402.7784, -4.1299, 0.0078, -0.5772, -0.4212, -0.5538
3.66392, -4.125, -4.294, 402.9093, -4.1268, 0.0000, -0.6006, -0.4056, -0.6006
3.66590, -4.068, -4.249, 402.9093, -4.1230, 0.0000, -0.6162, -0.4212, -0.6006
3.66788, -4.009, -4.091, 403.0402, -4.1199, 0.0000, -0.6396, -0.4056, -0.6240
3.66987, -3.948, -4.157, 403.0402, -4.1161, 0.0000, -0.5928, -0.3900, -0.6318
3.67192, -3.884, -4.073, 403.0402, -4.1123, 0.0000, -0.6396, -0.3978, -0.5928
3.67389, -3.821, -3.939, 403.1711, -4.1079, 0.0078, -0.6552, -0.4212, -0.5850
3.67593, -3.754, -3.966, 403.1711, -4.1035, 0.0000, -0.6396, -0.4290, -0.5928
3.67790, -3.688, -3.902, 403.1711, -4.0992, 0.0000, -0.6474, -0.4290, -0.6006
3.67985, -3.621, -3.749, 403.3020, -4.0948, -0.0234, -0.6552, -0.4056, -0.6318
3.68191, -3.548, -3.763, 403.3020, -4.0897, 0.0000, -0.6396, -0.3978, -0.6630
3.68384, -3.479, -3.706, 403.3020, -4.0847, -0.0156, -0.7098, -0.4056, -0.6630
3.68590, -3.404, -3.567, 403.4329, -4.0797, -0.0312, -0.7020, -0.3900, -0.6708
3.68790, -3.329, -3.564, 403.4329, -4.0740, -0.0624, -0.7254, -0.3900, -0.6786
3.68994, -3.251, -3.491, 403.4329, -4.0684, -0.0468, -0.7176, -0.3900, -0.6708
3.69194, -3.174, -3.305, 403.5638, -4.0627, -0.0312, -0.7098, -0.3978, -0.6864
3.69390, -3.097, -3.349, 403.5638, -4.0571, -0.0078, -0.7566, -0.4056, -0.6708
3.69587, -3.018, -3.262, 403.5638, -4.0508, -0.0702, -0.7566, -0.4212, -0.6942
3.69789, -2.936, -3.171, 403.5638, -4.0445, -0.0234, -0.7644, -0.3978, -0.7176
3.69994, -2.852, -3.082, 403.6946, -4.0382, -0.0234, -0.8034, -0.3900, -0.7488
3.70192, -2.769, -3.028, 403.6946, -4.0313, -0.0234, -0.8112, -0.4212, -0.7488
3.70389, -2.685, -2.939, 403.6946, -4.0244, -0.0468, -0.8112, -0.4134, -0.7488
3.70595, -2.597, -2.785, 403.8256, -4.0175, -0.0468, -0.8658, -0.3822, -0.7488
3.70790, -2.512, -2.786, 403.8256, -4.0106, -0.0312, -0.8424, -0.3900, -0.7488
3.70989, -2.424, -2.700, 403.8256, -4.0036, -0.0624, -0.8736, -0.4134, -0.7488
3.71185, -2.337, -2.594, 403.8256, -3.9955, -0.0546, -0.8892, -0.3978, -0.7878
3.71393, -2.243, -2.479, 403.9565, -3.9879, -0.0546, -0.9126, -0.3744, -0.7878
3.71596, -2.151, -2.436, 403.9565, -3.9804, -0.0624, -0.9438, -0.3822, -0.7800
3.71793, -2.060, -2.345, 403.9565, -3.9722, -0.0702, -0.9516, -0.3744, -0.8190
3.71991, -1.968, -2.248, 403.9565, -3.9641, -0.0390, -0.9984, -0.3588, -0.8736
3.72190, -1.875, -2.089, 404.0873, -3.9559, -0.0468, -0.9750, -0.3588, -0.8502
3.72388, -1.781, -2.073, 404.0873, -3.9477, -0.0624, -0.9984, -0.4056, -0.8268
3.72593, -1.683, -1.981, 404.0873, -3.9389, -0.0780, -1.0140, -0.4056, -0.8736
3.72788, -1.590, -1.878, 404.0873, -3.9301, -0.0702, -0.9984, -0.3900, -0.8814
3.72989, -1.492, -1.753, 404.2183, -3.9213, -0.0780, -1.0452, -0.3744, -0.8658
3.73188, -1.396, -1.691, 404.2183, -3.9125, -0.0702, -1.0764, -0.3666, -0.9048
3.73389, -1.297, -1.596, 404.2183, -3.9031, -0.0780, -1.0920, -0.3744, -0.9516
3.73592, -1.197, -1.490, 404.2183, -3.8937, -0.0936, -1.1154, -0.3276, -0.9360
3.73793, -1.097, -1.341, 404.3492, -3.8843, -0.0624, -1.1388, -0.3432, -0.9516
3.73996, -0.996, -1.301, 404.3492, -3.8748, -0.0780, -1.1544, -0.3432, -0.9672
3.74193, -0.898, -1.210, 404.3492, -3.8654, -0.0624, -1.1388, -0.3510, -0.9594
3.74390, -0.799, -1.096, 404.3492, -3.8554, -0.1014, -1.1778, -0.3510, -0.9828
3.74594, -0.696, -0.998, 404.3492, -3.8453, -0.0936, -1.1856, -0.3432, -0.9984
3.74788, -0.598, -0.886, 404.4800, -3.8353, -0.0936, -1.2246, -0.3432, -0.9984
3.74989, -0.496, -0.800, 404.4800, -3.8246, -0.1092, -1.2324, -0.3354, -1.0218
3.75196, -0.391, -0.722, 404.4800, -3.8145, -0.1014, -1.2402, -0.3510, -1.0296
3.75388, -0.293, -0.606, 404.4800, -3.8038, -0.1248, -1.2558, -0.3276, -1.0530
3.75593, -0.188, -0.496, 404.4800, -3.7938, -0.1092, -1.2714, -0.3276, -1.0530
3.75789, -0.088, -0.390, 404.6110, -3.7825, -0.0858, -1.3026, -0.3120, -1.0530
3.75993, 0.017, -0.303, 404.6110, -3.7718, -0.1170, -1.3182, -0.3198, -1.0062
3.76191, 0.118, -0.197, 404.6110, -3.7611, -0.1014, -1.3416, -0.3042, -1.0764
3.76392, 0.221, -0.100, 404.6110, -3.7498, -0.1092, -1.3494, -0.3120, -1.0842
3.76589, 0.321, 0.012, 404.6110, -3.7385, -0.1014, -1.4196, -0.2886, -1.1154
3.76795, 0.427, 0.105, 404.7419, -3.7272, -0.1170, -1.3806, -0.2964, -1.1232
3.76993, 0.528, 0.207, 404.7419, -3.7159, -0.1014, -1.3962, -0.3042, -1.1388
3.77190, 0.628, 0.312, 404.7419, -3.7046, -0.1248, -1.4118, -0.3042, -1.1310
3.77394, 0.731, 0.424, 404.7419, -3.6926, -0.1170, -1.4274, -0.3042, -1.1622
3.77593, 0.832, 0.522, 404.7419, -3.6813, -0.1638, -1.4430, -0.2964, -1.1622
3.77791, 0.932, 0.616, 404.8727, -3.6694, -0.1560, -1.4586, -0.2964, -1.1466
3.77989, 1.032, 0.725, 404.8727, -3.6574, -0.1404, -1.4898, -0.2496, -1.1934
3.78194, 1.135, 0.830, 404.8727, -3.6455, -0.1560, -1.4898, -0.2652, -1.2012
3.78394, 1.235, 0.927, 404.8727, -3.6336, -0.1170, -1.5054, -0.2496, -1.1934
3.78590, 1.331, 1.038, 404.8727, -3.6210, -0.1404, -1.5132, -0.2340, -1.2324
3.78794, 1.433, 1.121, 405.0037, -3.6091, -0.1404, -1.5756, -0.2574, -1.2480
3.78993, 1.530, 1.238, 405.0037, -3.5965, -0.1326, -1.5444, -0.2496, -1.2246
3.79197, 1.630, 1.326, 405.0037, -3.5846, -0.1404, -1.5912, -0.2496, -1.2402
3.79389, 1.723, 1.431, 405.0037, -3.5720, -0.1248, -1.5600, -0.2418, -1.2402
3.79592, 1.821, 1.530, 405.0037, -3.5594, -0.1560, -1.5912, -0.2496, -1.2636
3.79789, 1.915, 1.632, 405.1346, -3.5469, -0.1404, -1.5834, -0.2340, -1.2558
