#time, u, target_x, x, q
2.49449, -0.971, 0.2000, 0.2235, -0.0071
2.49955, -1.423, 0.1996, 0.2238, -0.0086
2.50450, 0.251, 0.1992, 0.2243, -0.0079
2.50956, 2.560, 0.1988, 0.2248, -0.0079
2.51449, 2.741, 0.1984, 0.2253, -0.0086
2.51955, 1.971, 0.1980, 0.2259, -0.0071
2.52450, 1.700, 0.1976, 0.2265, -0.0102
2.52955, 1.745, 0.1972, 0.2273, -0.0086
2.53449, 1.247, 0.1968, 0.2280, -0.0110
2.53956, 0.613, 0.1964, 0.2288, -0.0118
2.54449, 0.070, 0.1960, 0.2296, -0.0126
2.54955, -0.382, 0.1956, 0.2304, -0.0134
2.55449, -0.428, 0.1952, 0.2312, -0.0134
2.55956, -0.337, 0.1948, 0.2320, -0.0157
2.56450, -0.382, 0.1944, 0.2328, -0.0157
2.56955, -0.337, 0.1940, 0.2337, -0.0173
2.57449, -0.382, 0.1936, 0.2345, -0.0181
2.57955, -0.428, 0.1932, 0.2353, -0.0188
2.58449, -0.382, 0.1928, 0.2362, -0.0204
2.58956, -0.337, 0.1924, 0.2370, -0.0204
2.59450, -0.382, 0.1920, 0.2379, -0.0220
2.59955, -0.382, 0.1916, 0.2387, -0.0236
2.60449, -0.428, 0.1912, 0.2395, -0.0243
2.60956, -0.428, 0.1908, 0.2404, -0.0251
2.61450, -0.382, 0.1904, 0.2412, -0.0267
2.61955, -1.152, 0.1900, 0.2420, -0.0283
2.62450, -1.423, 0.1896, 0.2427, -0.0275
2.62955, -1.423, 0.1892, 0.2435, -0.0298
2.63449, -1.469, 0.1888, 0.2442, -0.0306
2.63956, -1.423, 0.1884, 0.2449, -0.0314
2.64450, -1.469, 0.1880, 0.2456, -0.0314
2.64955, -1.423, 0.1876, 0.2462, -0.0330
2.65449, -0.835, 0.1872, 0.2469, -0.0330
2.65956, -0.382, 0.1868, 0.2475, -0.0338
2.66450, -0.382, 0.1864, 0.2482, -0.0346
2.66955, -0.382, 0.1860, 0.2488, -0.0369
2.67449, -0.428, 0.1856, 0.2495, -0.0361
2.67956, -1.152, 0.1852, 0.2502, -0.0385
2.68450, -1.514, 0.1848, 0.2509, -0.0377
2.68955, -2.102, 0.1844, 0.2515, -0.0408
2.69450, -2.510, 0.1840, 0.2521, -0.0408
2.69955, -2.419, 0.1836, 0.2527, -0.0416
2.70449, -2.510, 0.1832, 0.2532, -0.0432
2.70955, -2.465, 0.1828, 0.2537, -0.0424
2.71450, -2.465, 0.1824, 0.2541, -0.0440
2.71955, -2.465, 0.1820, 0.2545, -0.0432
2.72449, -2.465, 0.1816, 0.2549, -0.0456
2.72955, -1.740, 0.1812, 0.2552, -0.0448
2.73449, -1.378, 0.1808, 0.2555, -0.0456
2.73955, -1.469, 0.1804, 0.2559, -0.0456
2.74449, -1.378, 0.1800, 0.2562, -0.0471
2.74955, -2.238, 0.1796, 0.2565, -0.0463
2.75449, -2.465, 0.1792, 0.2567, -0.0471
2.75955, -2.510, 0.1788, 0.2570, -0.0471
2.76449, -2.465, 0.1784, 0.2571, -0.0479
2.76955, -2.465, 0.1780, 0.2573, -0.0479
2.77449, -2.465, 0.1776, 0.2574, -0.0479
2.77955, -2.465, 0.1772, 0.2574, -0.0487
2.78449, -2.510, 0.1768, 0.2575, -0.0479
2.78956, 0.000, 0.1764, 0.2575, -0.0479
2.79449, 0.535, 0.1760, 0.2574, -0.0487
2.79955, -1.819, 0.1756, 0.2573, -0.0479
2.80449, -1.774, 0.1752, 0.2570, -0.0471
2.80956, -1.729, 0.1748, 0.2567, -0.0471
2.81450, -1.774, 0.1744, 0.2564, -0.0463
2.81955, -1.774, 0.1740, 0.2559, -0.0456
2.82449, -1.231, 0.1736, 0.2554, -0.0440
2.82956, -0.733, 0.1732, 0.2549, -0.0440
2.83449, -0.099, 0.1728, 0.2544, -0.0424
2.83956, 0.444, 0.1724, 0.2539, -0.0416
2.84450, 0.399, 0.1720, 0.2534, -0.0408
2.84955, 0.489, 0.1716, 0.2529, -0.0401
2.85450, 0.444, 0.1712, 0.2524, -0.0393
2.85955, 0.489, 0.1708, 0.2520, -0.0385
2.86449, 0.489, 0.1704, 0.2515, -0.0385
2.86956, 0.444, 0.1700, 0.2510, -0.0361
2.87450, 0.489, 0.1696, 0.2506, -0.0369
2.87955, 0.399, 0.1692, 0.2502, -0.0361
2.88449, 0.444, 0.1688, 0.2498, -0.0361
2.88955, 0.444, 0.1684, 0.2493, -0.0346
2.89450, 0.399, 0.1680, 0.2490, -0.0346
2.89955, 0.444, 0.1676, 0.2486, -0.0346
2.90449, 0.444, 0.1672, 0.2482, -0.0338
2.90956, 0.399, 0.1668, 0.2478, -0.0346
2.91450, -0.235, 0.1664, 0.2475, -0.0330
2.91955, -0.733, 0.1660, 0.2471, -0.0330
2.92450, -0.778, 0.1656, 0.2468, -0.0330
2.92955, 0.173, 0.1652, 0.2464, -0.0330
2.93450, 0.444, 0.1648, 0.2461, -0.0330
2.93955, 0.444, 0.1644, 0.2458, -0.0322
2.94449, -0.190, 0.1640, 0.2454, -0.0330
2.94955, -0.778, 0.1636, 0.2451, -0.0322
2.95449, -0.733, 0.1632, 0.2448, -0.0330
2.95955, -0.778, 0.1628, 0.2445, -0.0330
2.96449, -0.733, 0.1624, 0.2441, -0.0330
2.96955, -0.778, 0.1620, 0.2438, -0.0330
2.97449, -0.733, 0.1616, 0.2435, -0.0330
2.97955, -0.778, 0.1612, 0.2431, -0.0330
2.98449, -0.733, 0.1608, 0.2428, -0.0330
2.98955, -0.733, 0.1604, 0.2424, -0.0330
2.99450, -0.733, 0.1600, 0.2421, -0.0330
2.99956, -0.778, 0.1596, 0.2417, -0.0338
3.00450, -0.778, 0.1592, 0.2414, -0.0330
3.00955, -1.502, 0.1588, 0.2411, -0.0346
3.01449, -1.774, 0.1584, 0.2407, -0.0330
3.01955, -1.774, 0.1580, 0.2403, -0.0346
3.02449, -1.864, 0.1576, 0.2399, -0.0346
3.02955, -1.729, 0.1572, 0.2394, -0.0346
3.03449, -1.819, 0.1568, 0.2389, -0.0346
3.03955, -1.774, 0.1564, 0.2384, -0.0346
3.04449, -1.774, 0.1560, 0.2379, -0.0346
3.04955, -1.729, 0.1556, 0.2374, -0.0338
3.05449, -1.774, 0.1552, 0.2368, -0.0346
3.05956, -1.819, 0.1548, 0.2362, -0.0330
3.06449, -1.729, 0.1544, 0.2355, -0.0338
3.06955, -1.819, 0.1540, 0.2349, -0.0322
3.07449, -1.185, 0.1536, 0.2342, -0.0330
3.07956, -0.733, 0.1532, 0.2336, -0.0322
3.08449, -0.687, 0.1528, 0.2328, -0.0314
3.08956, -0.778, 0.1524, 0.2322, -0.0306
3.09450, -0.733, 0.1520, 0.2315, -0.0322
3.09956, -0.778, 0.1516, 0.2308, -0.0306
3.10450, -1.321, 0.1512, 0.2301, -0.0314
3.10955, -1.819, 0.1508, 0.2294, -0.0298
3.11449, -1.774, 0.1504, 0.2287, -0.0306
3.11955, -1.774, 0.1500, 0.2279, -0.0306
3.12449, -1.729, 0.1496, 0.2271, -0.0283
3.12956, -1.819, 0.1492, 0.2263, -0.0298
3.13450, -1.819, 0.1488, 0.2255, -0.0291
3.13955, -1.774, 0.1484, 0.2246, -0.0275
3.14450, -1.819, 0.1480, 0.2238, -0.0283
3.14955, -1.729, 0.1476, 0.2229, -0.0267
3.15449, -1.774, 0.1472, 0.2221, -0.0267
3.15956, -1.004, 0.1468, 0.2212, -0.0259
3.16450, -0.778, 0.1464, 0.2203, -0.0251
3.16956, -0.778, 0.1460, 0.2194, -0.0259
3.17450, -0.733, 0.1456, 0.2186, -0.0251
3.17955, -1.502, 0.1452, 0.2177, -0.0243
3.18450, -1.819, 0.1448, 0.2168, -0.0243
3.18955, -1.819, 0.1444, 0.2159, -0.0236
3.19449, -1.819, 0.1440, 0.2149, -0.0236
3.19955, -1.774, 0.1436, 0.2139, -0.0220
3.20449, -1.774, 0.1432, 0.2130, -0.0220
3.20955, -1.774, 0.1428, 0.2119, -0.0220
3.21449, -1.819, 0.1424, 0.2108, -0.0196
3.21955, -1.819, 0.1420, 0.2097, -0.0196
3.22449, -1.231, 0.1416, 0.2087, -0.0188
3.22955, -0.687, 0.1412, 0.2076, -0.0181
3.23450, -0.823, 0.1408, 0.2065, -0.0173
3.23955, -0.778, 0.1404, 0.2054, -0.0173
3.24450, -0.823, 0.1400, 0.2044, -0.0165
3.24955, -0.642, 0.1396, 0.2033, -0.0157
3.25449, -0.778, 0.1392, 0.2023, -0.0141
3.25955, -1.548, 0.1388, 0.2013, -0.0149
3.26450, -1.185, 0.1384, 0.2003, -0.0141
3.26955, -1.502, 0.1380, 0.1992, -0.0126
3.27449, -1.729, 0.1376, 0.1981, -0.0134
3.27955, -1.004, 0.1372, 0.1971, -0.0110
3.28449, -0.733, 0.1368, 0.1959, -0.0118
3.28956, -0.778, 0.1364, 0.1949, -0.0094
3.29450, -0.687, 0.1360, 0.1938, -0.0110
3.29955, -0.778, 0.1356, 0.1927, -0.0086
3.30449, -0.733, 0.1352, 0.1916, -0.0079
3.30956, -0.823, 0.1348, 0.1905, -0.0071
3.31449, -0.687, 0.1344, 0.1894, -0.0086
3.31955, -0.778, 0.1340, 0.1884, -0.0063
3.32450, -0.778, 0.1336, 0.1873, -0.0063
3.32956, -0.778, 0.1332, 0.1863, -0.0055
3.33450, -0.733, 0.1328, 0.1852, -0.0047
3.33956, -0.733, 0.1324, 0.1842, -0.0047
3.34450, -0.778, 0.1320, 0.1832, -0.0039
3.34956, -0.778, 0.1316, 0.1822, -0.0047
3.35450, -0.778, 0.1312, 0.1812, -0.0024
3.35955, -0.733, 0.1308, 0.1801, -0.0031
3.36449, -0.733, 0.1304, 0.1791, -0.0016
3.36955, -0.687, 0.1300, 0.1780, -0.0024
3.37450, -0.823, 0.1296, 0.1771, -0.0008
3.37955, -0.687, 0.1292, 0.1760, -0.0024
3.38449, -0.778, 0.1288, 0.1751, -0.0008
3.38955, -1.457, 0.1284, 0.1740, 0.0008
3.39449, -1.276, 0.1280, 0.1729, 0.0008
3.39955, -0.778, 0.1276, 0.1719, 0.0008
3.40449, -0.733, 0.1272, 0.1709, 0.0008
3.40956, -0.733, 0.1268, 0.1699, 0.0031
3.41450, -0.733, 0.1264, 0.1689, 0.0016
3.41955, 0.082, 0.1260, 0.1679, 0.0031
3.42449, -0.235, 0.1256, 0.1669, 0.0024
3.42955, -0.733, 0.1252, 0.1659, 0.0047
3.43449, -0.642, 0.1248, 0.1649, 0.0031
3.43955, -0.778, 0.1244, 0.1640, 0.0047
3.44449, -0.778, 0.1240, 0.1630, 0.0055
3.44956, -0.778, 0.1236, 0.1621, 0.0039
3.45450, -0.687, 0.1232, 0.1611, 0.0047
3.45956, -0.733, 0.1228, 0.1601, 0.0055
3.46450, -0.733, 0.1224, 0.1591, 0.0047
3.46955, -0.823, 0.1220, 0.1581, 0.0071
3.47449, -0.733, 0.1216, 0.1571, 0.0063
3.47955, -0.778, 0.1212, 0.1562, 0.0079
3.48449, -0.687, 0.1208, 0.1552, 0.0071
3.48955, 0.082, 0.1204, 0.1543, 0.0079
3.49449, 0.444, 0.1200, 0.1533, 0.0079
3.49956, 0.354, 0.1196, 0.1525, 0.0086
3.50450, -0.190, 0.1192, 0.1516, 0.0079
3.50955, -0.778, 0.1188, 0.1508, 0.0079
3.51449, -0.733, 0.1184, 0.1500, 0.0086
3.51955, -0.778, 0.1180, 0.1492, 0.0079
3.52449, -0.778, 0.1176, 0.1484, 0.0086
3.52955, -0.778, 0.1172, 0.1476, 0.0086
3.53450, -0.733, 0.1168, 0.1468, 0.0086
3.53956, -0.733, 0.1164, 0.1460, 0.0079
3.54449, -0.778, 0.1160, 0.1453, 0.0079
3.54955, -0.733, 0.1156, 0.1445, 0.0079
3.55449, -1.366, 0.1152, 0.1437, 0.0086
3.55956, -1.774, 0.1148, 0.1429, 0.0079
3.56449, -1.185, 0.1144, 0.1421, 0.0086
3.56955, -0.733, 0.1140, 0.1412, 0.0079
3.57449, -0.733, 0.1136, 0.1404, 0.0086
3.57956, -0.733, 0.1132, 0.1395, 0.0086
3.58450, -0.823, 0.1128, 0.1387, 0.0094
3.58956, -0.733, 0.1124, 0.1379, 0.0094
3.59450, -0.733, 0.1120, 0.1371, 0.0094
3.59955, 0.127, 0.1116, 0.1363, 0.0086
3.60450, -0.190, 0.1112, 0.1355, 0.0086
3.60955, -0.778, 0.1108, 0.1347, 0.0094
3.61450, -0.778, 0.1104, 0.1339, 0.0079
3.61955, -0.778, 0.1100, 0.1331, 0.0102
3.62449, -1.276, 0.1096, 0.1324, 0.0086
3.62955, -0.959, 0.1092, 0.1316, 0.0094
3.63450, -0.687, 0.1088, 0.1308, 0.0094
3.63956, -0.823, 0.1084, 0.1301, 0.0094
3.64450, -0.733, 0.1080, 0.1293, 0.0094
3.64955, -0.778, 0.1076, 0.1285, 0.0094
3.65449, -0.733, 0.1072, 0.1277, 0.0102
3.65956, -0.687, 0.1068, 0.1269, 0.0094
3.66450, -0.778, 0.1064, 0.1262, 0.0094
3.66955, -0.687, 0.1060, 0.1254, 0.0094
3.67449, -0.778, 0.1056, 0.1246, 0.0102
3.67955, -0.733, 0.1052, 0.1238, 0.0102
3.68449, -0.733, 0.1048, 0.1230, 0.0102
3.68955, -0.733, 0.1044, 0.1222, 0.0102
3.69450, -0.687, 0.1040, 0.1213, 0.0102
3.69955, -0.778, 0.1036, 0.1205, 0.0118
3.70449, -0.733, 0.1032, 0.1197, 0.0102
3.70955, 0.127, 0.1028, 0.1189, 0.0126
3.71450, 0.489, 0.1024, 0.1181, 0.0110
3.71956, 0.399, 0.1020, 0.1174, 0.0110
3.72449, 0.444, 0.1016, 0.1166, 0.0110
3.72955, -0.461, 0.1012, 0.1159, 0.0118
3.73449, -0.778, 0.1008, 0.1152, 0.0118
3.73955, -0.778, 0.1004, 0.1145, 0.0110
3.74449, -0.733, 0.1000, 0.1138, 0.0118
3.74955, -0.733, 0.0996, 0.1131, 0.0110
3.75449, -0.733, 0.0992, 0.1124, 0.0118
3.75955, -0.733, 0.0988, 0.1117, 0.0110
3.76449, -0.778, 0.0984, 0.1111, 0.0118
3.76956, -0.733, 0.0980, 0.1104, 0.0110
3.77450, -0.099, 0.0976, 0.1097, 0.0110
3.77955, -0.461, 0.0972, 0.1090, 0.0118
3.78449, -0.733, 0.0968, 0.1083, 0.0118
3.78956, -0.733, 0.0964, 0.1077, 0.0118
3.79450, -0.054, 0.0960, 0.1070, 0.0110
3.79956, 0.399, 0.0956, 0.1063, 0.0110
3.80450, -0.235, 0.0952, 0.1057, 0.0110
3.80956, -0.733, 0.0948, 0.1050, 0.0118
3.81449, -0.733, 0.0944, 0.1043, 0.0118
3.81955, -0.733, 0.0940, 0.1037, 0.0110
3.82449, -0.099, 0.0936, 0.1030, 0.0118
3.82955, 0.444, 0.0932, 0.1024, 0.0102
3.83449, -0.235, 0.0928, 0.1018, 0.0118
3.83956, -0.778, 0.0924, 0.1012, 0.0110
3.84450, -0.778, 0.0920, 0.1006, 0.0110
3.84955, -0.778, 0.0916, 0.1000, 0.0110
3.85450, -0.778, 0.0912, 0.0994, 0.0102
3.85955, -0.733, 0.0908, 0.0988, 0.0102
3.86450, -0.733, 0.0904, 0.0982, 0.0110
3.86955, -0.733, 0.0900, 0.0976, 0.0094
3.87450, -0.778, 0.0896, 0.0970, 0.0110
3.87955, -0.778, 0.0892, 0.0964, 0.0102
3.88449, -0.144, 0.0888, 0.0959, 0.0094
3.88955, -0.416, 0.0884, 0.0953, 0.0102
3.89449, -0.778, 0.0880, 0.0948, 0.0094
3.89956, -0.733, 0.0876, 0.0942, 0.0094
3.90450, -0.778, 0.0872, 0.0937, 0.0086
3.90955, -0.687, 0.0868, 0.0932, 0.0086
3.91449, -0.733, 0.0864, 0.0926, 0.0086
3.91956, -0.778, 0.0860, 0.0921, 0.0086
3.92450, -0.733, 0.0856, 0.0915, 0.0086
3.92955, -0.778, 0.0852, 0.0910, 0.0086
3.93449, -0.733, 0.0848, 0.0904, 0.0079
3.93955, -0.733, 0.0844, 0.0898, 0.0086
3.94449, -0.733, 0.0840, 0.0892, 0.0071
3.94955, -0.733, 0.0836, 0.0887, 0.0086
3.95449, -0.687, 0.0832, 0.0881, 0.0079
3.95955, -0.778, 0.0828, 0.0875, 0.0086
3.96449, -0.733, 0.0824, 0.0869, 0.0079
3.96955, 0.037, 0.0820, 0.0863, 0.0079
3.97449, 0.444, 0.0816, 0.0857, 0.0086
3.97956, -0.461, 0.0812, 0.0851, 0.0071
3.98450, -0.778, 0.0808, 0.0846, 0.0086
3.98955, -0.687, 0.0804, 0.0841, 0.0071
3.99449, -0.733, 0.0800, 0.0835, 0.0079
3.99955, -0.733, 0.0796, 0.0830, 0.0071
4.00449, -0.778, 0.0792, 0.0825, 0.0079
4.00955, -0.687, 0.0788, 0.0819, 0.0071
4.01450, -0.778, 0.0784, 0.0815, 0.0063
4.01956, -0.733, 0.0780, 0.0809, 0.0063
4.02450, -0.778, 0.0776, 0.0804, 0.0071
4.02956, -0.733, 0.0772, 0.0800, 0.0071
4.03449, -0.687, 0.0768, 0.0795, 0.0055
4.03956, -0.778, 0.0764, 0.0791, 0.0063
4.04449, -0.733, 0.0760, 0.0786, 0.0047
4.04955, -0.778, 0.0756, 0.0782, 0.0055
4.05450, -1.321, 0.0752, 0.0778, 0.0039
4.05956, -1.819, 0.0748, 0.0773, 0.0047
4.06449, -1.819, 0.0744, 0.0769, 0.0039
4.06956, -1.774, 0.0740, 0.0764, 0.0031
4.07450, -1.774, 0.0736, 0.0759, 0.0039
4.07956, -1.774, 0.0732, 0.0754, 0.0039
4.08449, -1.231, 0.0728, 0.0749, 0.0031
4.08956, -0.687, 0.0724, 0.0744, 0.0031
4.09450, -0.687, 0.0720, 0.0739, 0.0031
4.09955, -0.778, 0.0716, 0.0734, 0.0031
4.10450, -0.778, 0.0712, 0.0730, 0.0024
4.10955, -1.457, 0.0708, 0.0724, 0.0024
4.11449, -1.774, 0.0704, 0.0718, 0.0031
4.11956, -1.819, 0.0700, 0.0713, 0.0024
4.12450, -1.185, 0.0696, 0.0708, 0.0031
4.12955, -0.733, 0.0692, 0.0701, 0.0024
4.13449, -0.778, 0.0688, 0.0696, 0.0031
4.13955, -0.733, 0.0684, 0.0690, 0.0039
4.14449, -0.733, 0.0680, 0.0684, 0.0024
4.14955, -0.733, 0.0676, 0.0678, 0.0039
4.15450, -0.733, 0.0672, 0.0672, 0.0031
4.15956, -0.778, 0.0668, 0.0666, 0.0039
4.16449, -0.778, 0.0664, 0.0660, 0.0031
4.16955, -0.733, 0.0660, 0.0654, 0.0031
4.17449, -0.733, 0.0656, 0.0649, 0.0039
4.17955, -0.733, 0.0652, 0.0643, 0.0024
4.18449, -0.778, 0.0648, 0.0638, 0.0031
4.18955, -1.457, 0.0644, 0.0632, 0.0039
4.19449, -1.819, 0.0640, 0.0626, 0.0039
4.19956, -1.004, 0.0636, 0.0620, 0.0031
4.20450, -0.733, 0.0632, 0.0614, 0.0039
4.20955, -0.733, 0.0628, 0.0608, 0.0047
4.21449, -0.733, 0.0624, 0.0602, 0.0031
4.21955, -0.733, 0.0620, 0.0597, 0.0047
4.22450, -0.733, 0.0616, 0.0590, 0.0039
4.22955, -0.778, 0.0612, 0.0585, 0.0039
4.23449, -0.733, 0.0608, 0.0579, 0.0039
4.23956, -0.823, 0.0604, 0.0573, 0.0039
4.24450, -0.778, 0.0600, 0.0568, 0.0047
4.24955, -0.778, 0.0596, 0.0562, 0.0047
4.25450, -0.733, 0.0592, 0.0557, 0.0055
4.25955, -0.733, 0.0588, 0.0551, 0.0055
4.26449, -0.733, 0.0584, 0.0546, 0.0047
4.26956, 0.173, 0.0580, 0.0540, 0.0055
4.27450, -0.235, 0.0576, 0.0534, 0.0055
4.27956, -0.778, 0.0572, 0.0529, 0.0047
4.28449, -0.778, 0.0568, 0.0523, 0.0063
4.28955, -0.778, 0.0564, 0.0517, 0.0055
4.29449, -0.733, 0.0560, 0.0512, 0.0055
4.29955, -0.733, 0.0556, 0.0506, 0.0063
4.30450, -0.687, 0.0552, 0.0500, 0.0055
4.30956, -0.778, 0.0548, 0.0494, 0.0063
4.31450, -0.733, 0.0544, 0.0488, 0.0063
4.31955, -0.778, 0.0540, 0.0482, 0.0071
4.32449, -0.144, 0.0536, 0.0476, 0.0063
4.32956, 0.399, 0.0532, 0.0471, 0.0071
4.33449, 0.444, 0.0528, 0.0465, 0.0071
4.33956, 0.444, 0.0524, 0.0460, 0.0071
4.34450, 0.399, 0.0520, 0.0456, 0.0063
4.34955, -0.461, 0.0516, 0.0451, 0.0063
4.35450, -0.733, 0.0512, 0.0447, 0.0071
4.35955, -0.733, 0.0508, 0.0442, 0.0063
4.36449, -0.778, 0.0504, 0.0437, 0.0071
4.36955, -0.733, 0.0500, 0.0433, 0.0055
4.37449, -0.778, 0.0496, 0.0428, 0.0063
4.37955, -0.733, 0.0492, 0.0423, 0.0063
4.38449, -0.778, 0.0488, 0.0419, 0.0055
4.38955, -0.733, 0.0484, 0.0415, 0.0063
4.39450, -0.687, 0.0480, 0.0410, 0.0055
4.39955, -0.733, 0.0476, 0.0406, 0.0055
4.40450, -0.733, 0.0472, 0.0401, 0.0047
4.40955, -0.733, 0.0468, 0.0397, 0.0055
4.41449, -0.687, 0.0464, 0.0392, 0.0055
4.41955, -0.823, 0.0460, 0.0387, 0.0055
4.42449, -0.778, 0.0456, 0.0383, 0.0047
4.42955, -0.733, 0.0452, 0.0378, 0.0055
4.43449, -0.778, 0.0448, 0.0373, 0.0055
4.43955, -0.733, 0.0444, 0.0368, 0.0047
4.44450, -0.778, 0.0440, 0.0364, 0.0055
4.44956, -0.687, 0.0436, 0.0358, 0.0055
4.45449, -0.099, 0.0432, 0.0354, 0.0055
4.45955, 0.444, 0.0428, 0.0349, 0.0047
4.46449, 0.444, 0.0424, 0.0344, 0.0055
4.46955, -0.416, 0.0420, 0.0339, 0.0063
4.47449, -0.778, 0.0416, 0.0335, 0.0055
4.47955, 0.127, 0.0412, 0.0330, 0.0071
4.48450, 0.444, 0.0408, 0.0326, 0.0047
4.48955, 0.399, 0.0404, 0.0321, 0.0055
4.49449, -0.190, 0.0400, 0.0317, 0.0055
4.49955, -0.778, 0.0396, 0.0313, 0.0047
4.50449, -0.733, 0.0392, 0.0309, 0.0055
4.50955, -0.778, 0.0388, 0.0305, 0.0047
4.51449, -0.778, 0.0384, 0.0301, 0.0047
4.51956, -0.733, 0.0380, 0.0297, 0.0039
4.52450, -0.778, 0.0376, 0.0292, 0.0047
4.52955, -0.778, 0.0372, 0.0288, 0.0039
4.53449, -0.778, 0.0368, 0.0284, 0.0047
4.53956, -0.733, 0.0364, 0.0279, 0.0039
4.54449, -0.778, 0.0360, 0.0275, 0.0039
4.54955, -0.733, 0.0356, 0.0270, 0.0039
4.55449, -0.778, 0.0352, 0.0266, 0.0047
4.55955, 0.218, 0.0348, 0.0262, 0.0031
4.56449, 0.444, 0.0344, 0.0258, 0.0039
4.56955, -0.416, 0.0340, 0.0254, 0.0039
4.57449, -0.778, 0.0336, 0.0251, 0.0031
4.57956, -0.733, 0.0332, 0.0247, 0.0039
4.58449, -0.778, 0.0328, 0.0243, 0.0031
4.58956, -0.733, 0.0324, 0.0238, 0.0031
4.59450, -0.733, 0.0320, 0.0235, 0.0031
4.59955, -0.733, 0.0316, 0.0230, 0.0031
4.60450, -0.733, 0.0312, 0.0226, 0.0031
4.60956, -0.778, 0.0308, 0.0221, 0.0031
4.61450, -0.733, 0.0304, 0.0217, 0.0024
4.61956, -0.733, 0.0300, 0.0212, 0.0031
4.62450, -0.778, 0.0296, 0.0208, 0.0024
4.62955, -0.733, 0.0292, 0.0203, 0.0031
4.63449, -0.733, 0.0288, 0.0199, 0.0031
4.63955, 0.127, 0.0284, 0.0194, 0.0031
4.64450, 0.444, 0.0280, 0.0189, 0.0039
4.64955, 0.399, 0.0276, 0.0185, 0.0031
4.65450, 0.444, 0.0272, 0.0181, 0.0024
4.65955, 0.444, 0.0268, 0.0176, 0.0031
4.66449, -0.235, 0.0264, 0.0172, 0.0031
4.66956, -0.733, 0.0260, 0.0168, 0.0031
4.67450, -0.687, 0.0256, 0.0164, 0.0024
4.67955, -0.733, 0.0252, 0.0159, 0.0031
4.68450, -0.733, 0.0248, 0.0154, 0.0031
4.68955, -0.778, 0.0244, 0.0150, 0.0031
4.69449, -0.054, 0.0240, 0.0145, 0.0031
4.69956, 0.399, 0.0236, 0.0141, 0.0031
4.70449, 0.444, 0.0232, 0.0136, 0.0031
4.70955, 0.444, 0.0228, 0.0132, 0.0024
4.71449, 0.444, 0.0224, 0.0129, 0.0031
4.71956, -0.461, 0.0220, 0.0125, 0.0031
4.72450, -0.778, 0.0216, 0.0121, 0.0024
4.72955, -0.687, 0.0212, 0.0117, 0.0031
4.73450, -0.733, 0.0208, 0.0113, 0.0031
4.73955, 0.082, 0.0204, 0.0109, 0.0031
4.74449, 0.444, 0.0200, 0.0105, 0.0024
4.74955, 0.399, 0.0196, 0.0102, 0.0024
4.75449, 0.444, 0.0192, 0.0098, 0.0016
4.75955, -0.461, 0.0188, 0.0095, 0.0016
4.76449, -0.778, 0.0184, 0.0092, 0.0024
4.76956, -0.778, 0.0180, 0.0089, 0.0008
4.77450, -0.778, 0.0176, 0.0086, 0.0016
4.77956, -0.733, 0.0172, 0.0082, 0.0008
4.78449, -0.778, 0.0168, 0.0079, 0.0008
4.78956, -0.733, 0.0164, 0.0075, 0.0008
4.79450, -0.733, 0.0160, 0.0072, 0.0008
4.79955, -0.733, 0.0156, 0.0069, 0.0008
4.80449, -0.099, 0.0152, 0.0066, 0.0008
4.80955, 0.444, 0.0148, 0.0062, 0.0000
4.81449, 0.444, 0.0144, 0.0059, -0.0008
4.81955, -0.461, 0.0140, 0.0056, 0.0000
4.82449, -0.778, 0.0136, 0.0054, -0.0008
4.82955, -0.778, 0.0132, 0.0051, -0.0016
4.83449, -0.733, 0.0128, 0.0048, -0.0016
4.83956, -0.778, 0.0124, 0.0045, -0.0024
4.84450, -1.321, 0.0120, 0.0042, -0.0024
4.84956, -1.819, 0.0116, 0.0039, -0.0031
4.85450, -1.774, 0.0112, 0.0035, -0.0024
4.85955, -1.774, 0.0108, 0.0032, -0.0031
4.86449, -1.231, 0.0104, 0.0028, -0.0031
4.86956, -0.733, 0.0100, 0.0024, -0.0024
4.87449, -0.778, 0.0096, 0.0021, -0.0031
4.87956, -0.733, 0.0092, 0.0017, -0.0031
4.88450, -0.733, 0.0088, 0.0014, -0.0031
4.88955, -0.733, 0.0084, 0.0010, -0.0039
4.89449, -0.733, 0.0080, 0.0007, -0.0039
4.89955, -0.778, 0.0076, 0.0003, -0.0047
4.90450, -0.778, 0.0072, 0.0000, -0.0039
4.90956, -1.502, 0.0068, -0.0003, -0.0047
4.91450, -1.819, 0.0064, -0.0006, -0.0055
4.91955, -1.774, 0.0060, -0.0010, -0.0047
4.92449, -1.774, 0.0056, -0.0014, -0.0047
4.92955, -1.774, 0.0052, -0.0018, -0.0055
4.93449, -1.185, 0.0048, -0.0022, -0.0055
4.93955, -0.778, 0.0044, -0.0027, -0.0047
4.94449, -0.778, 0.0040, -0.0031, -0.0047
4.94956, -0.733, 0.0036, -0.0035, -0.0055
4.95450, -0.778, 0.0032, -0.0039, -0.0055
4.95955, -0.733, 0.0028, -0.0044, -0.0055
4.96449, -1.366, 0.0024, -0.0048, -0.0055
4.96956, -1.774, 0.0020, -0.0052, -0.0063
4.97450, -1.774, 0.0016, -0.0056, -0.0055
4.97955, -1.774, 0.0012, -0.0060, -0.0047
4.98449, -1.774, 0.0008, -0.0065, -0.0063
